request_id,request_time,service_type,client_lat,client_lon
R49542,2024-01-01 00:07:24,Fridge installation,24.92512407607187,79.15609567413021
R19705,2024-01-01 00:56:50,TV repair,11.784339325031112,74.90874366601395
R8229,2024-01-01 00:57:37,Fridge repair,9.774480399332349,86.85694724097034
R37717,2024-01-01 01:18:14,Fridge repair,21.919190822227193,79.09074938356179
R1470,2024-01-01 01:43:55,Fridge installation,27.971850948768317,75.33320032641103
R42227,2024-01-01 01:58:32,TV repair,9.476815756343877,95.72118063866975
R26767,2024-01-01 02:14:32,TV repair,36.876782978091825,90.96908674990134
R24146,2024-01-01 02:17:55,Fridge installation,10.920626212043562,70.2827261771954
R30929,2024-01-01 02:42:48,Fridge repair,32.11613856845905,72.50093754837603
R38371,2024-01-01 02:55:17,Fridge repair,19.026045534525295,81.20420738574099
R43889,2024-01-01 03:07:59,TV installation,24.54454101156964,88.73838610458755
R22881,2024-01-01 03:40:36,TV installation,36.542047885283274,82.20195992710083
R5309,2024-01-01 04:35:57,Fridge repair,19.262723612927168,89.59182583539227
R40686,2024-01-01 04:39:26,TV installation,23.93819345891832,92.75751685928111
R13393,2024-01-01 04:49:21,TV repair,20.969858286969107,79.3938036060603
R20118,2024-01-01 04:58:33,Fridge installation,26.91832539325158,88.29691325507923
R2570,2024-01-01 06:23:58,TV installation,36.36926258706286,90.83535737537147
R43807,2024-01-01 07:42:15,TV installation,25.782144271930775,96.7843597663156
R19131,2024-01-01 07:54:43,Fridge installation,18.574838750049942,88.41709659022061
R46733,2024-01-01 08:12:18,Fridge installation,33.13022653813064,85.03485993314531
R29053,2024-01-01 08:15:41,Fridge installation,18.169283194164038,72.6101776986391
R12762,2024-01-01 08:28:58,TV installation,8.034055020267191,89.48371069946273
R31130,2024-01-01 08:32:10,TV repair,24.0468913146832,70.89255585669517
R1905,2024-01-01 08:39:28,Fridge installation,9.480632249236336,68.12959775197497
R15594,2024-01-01 09:05:24,TV installation,14.731250570251795,94.26199841515731
R39364,2024-01-01 09:09:23,TV repair,8.0701454449175,81.32766392203226
R4093,2024-01-01 10:09:18,TV installation,21.680691443149822,89.88647057878575
R31770,2024-01-01 10:11:29,Fridge repair,15.66081826639277,71.22653689622845
R10146,2024-01-01 10:28:58,Fridge repair,11.270324019250058,78.17057685344615
R1037,2024-01-01 10:34:09,TV repair,11.319987815568822,72.12144673629844
R3069,2024-01-01 12:07:02,TV repair,31.068938199839234,74.47741128723082
R11602,2024-01-01 12:49:08,Fridge repair,18.008709563211212,80.19299210242134
R11403,2024-01-01 12:53:43,Fridge repair,30.175741117600857,89.48421337261198
R32473,2024-01-01 13:40:21,Fridge installation,32.355731255663954,89.95540588093618
R35427,2024-01-01 14:08:25,Fridge installation,11.575052597277386,91.62803133025942
R5614,2024-01-01 14:20:17,TV installation,18.632562479678185,96.4274808831265
R33549,2024-01-01 14:29:16,TV installation,32.889875458449566,92.51927670470937
R43158,2024-01-01 14:43:25,Fridge installation,21.81101616187612,84.71560514600262
R19498,2024-01-01 14:44:41,TV repair,8.663302582297106,82.62765411782799
R4008,2024-01-01 15:17:41,TV repair,17.857451840587725,77.80969796909282
R7944,2024-01-01 15:49:00,Fridge repair,25.00542280158853,91.21322626653748
R43504,2024-01-01 16:59:30,Fridge repair,29.35291551362206,68.58323398397677
R17845,2024-01-01 17:19:28,TV installation,27.466552990568683,96.69960618608974
R34792,2024-01-01 17:24:15,Fridge installation,29.053022802147602,78.96733172071637
R20040,2024-01-01 18:03:59,Fridge repair,9.720314623000256,70.58665729647956
R1845,2024-01-01 18:14:04,TV repair,22.3593457561552,91.56805388795453
R18093,2024-01-01 18:48:23,TV installation,34.66445490750718,79.12466278715394
R2974,2024-01-01 19:07:13,TV installation,11.260694593805205,92.20074506102588
R23250,2024-01-01 19:24:28,Fridge installation,20.92604636766275,83.62488033767347
R6231,2024-01-01 20:18:52,TV installation,21.23144083002815,81.53121278684763
R3188,2024-01-01 20:27:23,Fridge installation,16.15306511702529,69.94234385154176
R4682,2024-01-01 21:02:18,TV installation,21.06875114906957,78.93660040432185
R39094,2024-01-01 21:23:42,TV installation,11.42035656114642,71.15832677686078
R38544,2024-01-01 21:28:06,TV repair,36.464119204416306,87.28675780509046
R46941,2024-01-01 21:30:03,TV repair,33.22803794094372,96.6543984176825
R28696,2024-01-01 21:33:23,Fridge installation,12.421247332930935,96.27606956715488
R24191,2024-01-01 21:45:06,TV installation,19.36052374593178,70.9945473191478
R3607,2024-01-01 22:11:40,TV installation,10.423829189091332,96.18950825923093
R9878,2024-01-01 22:30:22,TV repair,20.173912909659748,80.12759491183073
R24831,2024-01-01 22:47:28,Fridge installation,8.75142661942111,93.33714660726136
R25769,2024-01-01 22:47:48,TV repair,26.92646846038414,68.67110439088455
R42061,2024-01-01 23:26:38,TV installation,34.89005038943199,89.07026705564326
R36530,2024-01-01 23:27:38,TV installation,26.75421158009649,93.75102200338056
R11427,2024-01-01 23:39:52,TV repair,21.100191977844737,75.32511084464662
R24291,2024-01-02 00:14:05,Fridge installation,31.435347017292393,90.78955959477005
R11953,2024-01-02 00:22:55,Fridge installation,8.729640596498644,86.90376310955479
R10396,2024-01-02 00:24:59,Fridge repair,23.994870139606363,89.87833820606976
R17521,2024-01-02 00:27:17,Fridge installation,33.04478582259522,81.8138259185062
R42251,2024-01-02 01:46:22,TV repair,22.068574114271254,74.43582712758332
R28955,2024-01-02 01:59:36,Fridge installation,34.896372801384075,95.38270713421039
R3466,2024-01-02 02:32:54,Fridge repair,30.515114497553657,74.18826599797924
R19799,2024-01-02 02:46:17,TV repair,27.91862479035483,83.32000622114765
R23252,2024-01-02 02:55:20,TV installation,26.98305285169612,77.910079383845
R1346,2024-01-02 03:04:44,TV repair,15.767072231142716,70.75699372752082
R1420,2024-01-02 03:13:33,Fridge installation,19.960731397765436,71.41196325253229
R18092,2024-01-02 03:24:09,TV repair,30.858011989928706,93.20696963337429
R4617,2024-01-02 03:46:38,TV installation,31.58532173825921,72.73649197729391
R6479,2024-01-02 03:52:52,TV installation,10.498476229144917,81.81336205915808
R8279,2024-01-02 04:35:30,Fridge repair,31.637750697837753,68.26702115900471
R49197,2024-01-02 04:35:52,Fridge repair,23.238483012139124,91.07629211858203
R12390,2024-01-02 05:09:07,Fridge installation,11.19360094966176,87.18947982059746
R15790,2024-01-02 05:10:18,Fridge repair,33.45991424726411,95.74811360621207
R43111,2024-01-02 05:15:34,TV repair,31.483388064858335,89.10841398884783
R31850,2024-01-02 05:28:56,TV repair,34.29763763330243,92.01923117408113
R24067,2024-01-02 05:50:50,TV installation,34.72011077156924,88.26039548642385
R21918,2024-01-02 06:06:35,TV repair,14.980806077305004,95.49388188947287
R8961,2024-01-02 06:11:18,Fridge installation,19.49584659568329,94.38332295716161
R26858,2024-01-02 06:39:21,Fridge installation,12.289709455040121,90.46370248644078
R20418,2024-01-02 06:40:30,TV installation,33.887167740524134,82.67552547055602
R24381,2024-01-02 07:12:56,TV repair,13.930598014002506,92.38149685245429
R33761,2024-01-02 07:44:27,TV repair,36.43507765109642,77.15448707210541
R24083,2024-01-02 07:46:06,Fridge installation,12.212426219545547,90.43759716015467
R5,2024-01-02 08:13:44,TV repair,9.728525893014941,68.05758077817885
R17918,2024-01-02 08:54:01,Fridge repair,16.112211903061677,96.74522156645244
R30934,2024-01-02 09:53:05,Fridge installation,31.717735267140604,92.34312244639753
R39476,2024-01-02 09:53:31,TV installation,22.103454231113524,87.60254752913957
R44546,2024-01-02 10:09:38,TV installation,30.71978403330674,75.62424183178705
R44194,2024-01-02 10:23:09,Fridge installation,16.382873901369337,86.66864524562372
R21057,2024-01-02 10:24:50,TV repair,36.82533711033686,71.33131172175027
R20849,2024-01-02 10:43:34,Fridge repair,25.813963840765766,80.24410132955431
R14678,2024-01-02 10:48:23,Fridge repair,23.46306007599531,81.56614684281041
R37754,2024-01-02 11:08:16,TV repair,34.83834654734922,76.04315368223777
R37829,2024-01-02 11:10:37,Fridge installation,31.364298640523174,96.55969929757427
R41195,2024-01-02 11:32:38,Fridge repair,20.406767408967376,87.38668819190772
R13024,2024-01-02 12:14:39,TV repair,15.5948683567258,68.40095403177432
R34107,2024-01-02 12:21:33,TV installation,23.93119351954543,77.23170298278065
R26323,2024-01-02 12:42:23,Fridge installation,18.06401621659616,68.86461778614564
R22635,2024-01-02 12:47:33,TV installation,35.563550529451696,91.20336387034229
R4619,2024-01-02 12:52:44,TV repair,19.915475887030052,72.78465582929948
R6847,2024-01-02 13:35:31,TV installation,34.632430282895015,78.75123642121243
R15406,2024-01-02 13:42:06,TV repair,16.268337269502616,75.20375765681426
R19979,2024-01-02 14:23:51,TV installation,12.227156655343531,81.67131092218354
R7067,2024-01-02 14:25:56,TV repair,18.224428394260404,75.30244134242211
R40943,2024-01-02 14:48:03,TV repair,14.96445693140374,85.00533649722456
R44947,2024-01-02 15:14:54,Fridge installation,28.24197509452668,93.53628756177139
R19457,2024-01-02 15:58:50,TV repair,32.960633847411685,78.88778063556376
R43064,2024-01-02 16:14:13,TV repair,28.36225332539676,83.79455406099603
R29948,2024-01-02 17:13:57,TV repair,16.419305890691284,88.56441369803531
R22097,2024-01-02 17:31:09,Fridge installation,18.402298197317993,74.57069734622374
R37363,2024-01-02 17:41:49,TV installation,32.27474087752097,94.30850506633426
R1205,2024-01-02 17:57:02,Fridge installation,26.208251638747846,73.86370966768916
R15368,2024-01-02 18:15:05,TV repair,35.414038171500536,70.15858701443061
R36985,2024-01-02 18:54:11,TV installation,27.575136849557758,86.51672399625494
R16776,2024-01-02 19:02:45,TV installation,35.782360705863475,96.78035909428306
R3706,2024-01-02 19:11:19,Fridge installation,21.464081039630223,80.90931973851696
R46853,2024-01-02 19:33:14,Fridge repair,22.41763176181535,95.11264800241749
R21016,2024-01-02 19:54:13,TV repair,9.74143803271188,76.55513350797699
R49199,2024-01-02 20:14:08,Fridge repair,34.570560894790916,79.29456819451823
R15543,2024-01-02 20:56:45,TV repair,17.858319183829284,84.07633596621102
R16335,2024-01-02 21:18:39,Fridge installation,20.20863260844781,73.2559292316882
R38011,2024-01-02 21:23:05,TV installation,15.887844318904754,75.32338440139807
R34041,2024-01-02 21:32:13,TV installation,13.781522781877253,91.61625165578539
R47546,2024-01-02 21:43:04,Fridge installation,28.5622625267554,76.100519148008
R7077,2024-01-02 21:48:30,Fridge installation,17.341271972142522,85.78075487756324
R6525,2024-01-02 22:13:59,TV installation,12.703741528860638,78.41787167339228
R48762,2024-01-02 22:49:29,TV repair,20.44257637751529,91.0093956825479
R4801,2024-01-02 23:00:11,Fridge installation,11.678246901754228,73.93844893069344
R8744,2024-01-02 23:07:10,Fridge installation,19.4786192969803,93.70922683376331
R18952,2024-01-02 23:36:34,TV installation,25.06858189224782,85.67898423961003
R29888,2024-01-03 00:05:18,TV installation,20.810250756029372,84.60704633979007
R8972,2024-01-03 00:09:45,Fridge installation,17.030883881517155,90.53257838075707
R25384,2024-01-03 00:27:49,TV repair,20.434732936936683,90.91961059714117
R31353,2024-01-03 00:33:52,Fridge installation,31.106621346503307,72.22538870012418
R49523,2024-01-03 00:58:47,Fridge installation,26.247703068071296,93.55906190482213
R14092,2024-01-03 01:00:15,Fridge repair,12.857438727947242,95.31131253380434
R42854,2024-01-03 01:28:12,Fridge repair,23.978458795600822,89.27349961683251
R8428,2024-01-03 01:38:14,TV installation,30.45322542943783,95.99759791235591
R36141,2024-01-03 01:44:31,Fridge repair,8.553566515592198,68.31401535396324
R10013,2024-01-03 01:45:38,Fridge installation,31.416144685298136,71.89498989770946
R2237,2024-01-03 02:06:34,TV installation,15.287356972926437,70.74707105239519
R5786,2024-01-03 02:11:53,TV repair,23.771518733763394,89.46781399772057
R29677,2024-01-03 02:25:16,Fridge installation,14.62896936660095,75.60689835930532
R2383,2024-01-03 02:55:43,TV repair,33.16337298577131,94.52997648328493
R13485,2024-01-03 03:07:56,Fridge repair,24.09904291212106,83.4579697340436
R49217,2024-01-03 03:18:09,Fridge repair,12.152058672031382,75.47521771459391
R10421,2024-01-03 03:30:26,TV repair,8.544126044057688,73.4162233305105
R22006,2024-01-03 03:47:04,Fridge repair,24.780356446595366,83.97095732137029
R1573,2024-01-03 04:06:48,Fridge repair,11.788104462482325,78.02317467769741
R40193,2024-01-03 04:23:24,TV installation,8.846150170881366,84.04188776964824
R10043,2024-01-03 04:34:44,TV installation,22.793902407394395,68.85959215336287
R46382,2024-01-03 04:51:40,TV installation,22.710575877658176,85.33163232412934
R46787,2024-01-03 04:58:39,TV installation,13.65355837242117,90.31165742188915
R26588,2024-01-03 05:23:37,Fridge repair,9.025641182480133,90.68302258902382
R19973,2024-01-03 05:39:34,Fridge installation,32.30505036306099,88.07257501217455
R3261,2024-01-03 05:47:45,TV repair,18.578830054254396,79.35260657202473
R2944,2024-01-03 05:48:05,TV installation,20.674159768152407,93.89893034392485
R12504,2024-01-03 06:01:31,Fridge repair,19.599300606863842,68.75895925133062
R25659,2024-01-03 06:19:25,Fridge repair,36.36822385145696,77.36695183688197
R7871,2024-01-03 06:28:12,TV repair,35.43449108075792,73.28252122245642
R7963,2024-01-03 07:44:09,TV repair,28.056612893756895,96.32968210991476
R3101,2024-01-03 08:00:08,Fridge repair,20.33072044878381,92.24368327578699
R25231,2024-01-03 08:18:30,Fridge repair,19.415961524427736,77.74817145948012
R25236,2024-01-03 08:30:53,Fridge repair,17.163485017065497,74.44212380105587
R20393,2024-01-03 08:45:24,TV installation,8.223977143325042,71.24125299412817
R43525,2024-01-03 08:51:01,Fridge installation,21.44115963589084,79.0402578200111
R25255,2024-01-03 08:54:13,Fridge repair,33.91727010968671,81.76296465260924
R1379,2024-01-03 08:59:38,Fridge installation,26.699288081937286,74.68816643004219
R39360,2024-01-03 09:34:35,TV repair,29.386268799350695,76.20552921663452
R40529,2024-01-03 09:38:46,Fridge installation,23.793921334378425,75.28597190025766
R40410,2024-01-03 10:26:08,Fridge installation,36.506104820861005,88.91042963906266
R872,2024-01-03 11:03:45,TV installation,32.53021368227193,79.5883946579862
R17669,2024-01-03 11:17:48,Fridge installation,27.771269487180195,76.55300229605967
R29455,2024-01-03 11:25:30,Fridge installation,19.14495529730936,82.19142896107466
R45085,2024-01-03 11:28:39,Fridge installation,19.645893988973384,76.87957470754986
R40005,2024-01-03 11:43:56,Fridge installation,16.859088849356056,94.79946340042575
R27653,2024-01-03 11:52:19,Fridge installation,13.30513350791323,92.73760145352345
R5407,2024-01-03 11:53:34,Fridge repair,19.37638710778653,83.759924038608
R12081,2024-01-03 11:58:12,TV installation,22.01543023490167,79.75310121820792
R47108,2024-01-03 12:06:15,TV repair,8.136746307325623,80.02273193250288
R22579,2024-01-03 12:15:57,Fridge repair,21.894517742850304,82.74650833345878
R27292,2024-01-03 12:32:43,Fridge installation,15.742334462056709,87.1030870167919
R829,2024-01-03 12:54:09,TV repair,20.726052004544886,93.07100215085438
R35048,2024-01-03 12:57:05,TV repair,12.14541678465569,88.71695529187166
R18819,2024-01-03 13:14:28,TV installation,18.611770190145727,76.61902875047241
R30520,2024-01-03 13:43:13,Fridge repair,9.625286285313951,81.76780456595316
R4169,2024-01-03 13:58:10,TV installation,14.140806868605775,94.31940329140534
R39425,2024-01-03 14:02:24,Fridge installation,16.746675227672895,90.19944473650983
R45432,2024-01-03 14:14:14,TV installation,15.529950610831623,96.28325234937822
R32190,2024-01-03 14:17:18,TV repair,27.852742220266066,76.14685025922093
R46104,2024-01-03 14:20:03,TV installation,19.06466729580022,80.8252637169443
R32926,2024-01-03 14:33:12,Fridge installation,23.686359145858304,69.80541911563722
R4627,2024-01-03 14:36:37,TV repair,28.19728466327022,96.65459271911917
R42180,2024-01-03 15:19:22,Fridge repair,33.10357113609189,77.0325176440409
R16339,2024-01-03 15:25:01,TV installation,34.455605638246425,87.82051313669109
R3424,2024-01-03 15:28:45,TV repair,27.94595667067128,82.93833316947818
R156,2024-01-03 15:46:16,TV repair,14.547241342104527,82.41444693290526
R6885,2024-01-03 15:56:49,Fridge installation,26.83656389612872,91.79145755031932
R6058,2024-01-03 16:17:39,TV installation,13.774659037112222,81.70196268014395
R20117,2024-01-03 16:47:58,TV installation,20.523541804394444,87.79370941801915
R11177,2024-01-03 17:06:10,TV repair,35.57890740676349,70.70868328813786
R2865,2024-01-03 17:23:58,Fridge repair,31.79482647500002,95.78962488839797
R31108,2024-01-03 17:28:20,Fridge repair,25.954510898775673,91.6494949082597
R21297,2024-01-03 17:46:11,Fridge installation,30.968223187722426,75.66990101232548
R19340,2024-01-03 18:04:09,TV installation,14.480127223247933,91.83721023621432
R27101,2024-01-03 18:23:17,Fridge installation,11.440505714940956,93.28447140745044
R32521,2024-01-03 18:24:02,Fridge repair,11.743384665537826,81.6359022319779
R10379,2024-01-03 19:10:28,Fridge repair,15.14985262133159,93.61478750321066
R8402,2024-01-03 19:16:28,TV installation,30.01415710149412,81.6147260642598
R35769,2024-01-03 20:45:55,TV installation,13.104265689952314,74.7654559857184
R6145,2024-01-03 21:06:32,Fridge installation,10.280070831899744,73.92121684953332
R9731,2024-01-03 21:09:31,TV installation,30.27436677387651,70.8281326184753
R11762,2024-01-03 21:33:58,Fridge installation,14.441782395627815,87.24722930587046
R45196,2024-01-03 21:39:03,Fridge installation,22.829783809594005,92.30649901498367
R32066,2024-01-03 21:43:46,Fridge repair,29.17187291116358,85.7017842227903
R48507,2024-01-03 21:47:36,Fridge installation,25.677763582465627,82.50718261034922
R6042,2024-01-03 22:28:03,Fridge installation,8.097536058389313,73.0052592755543
R41173,2024-01-03 22:39:05,Fridge installation,22.741178508071258,71.74031932358416
R4754,2024-01-03 22:42:47,Fridge installation,18.274113351858023,76.97936958044322
R22351,2024-01-03 22:49:42,Fridge installation,34.17340868694599,92.31431296917332
R18853,2024-01-03 22:50:58,Fridge repair,8.300304851784293,94.69063848308926
R48425,2024-01-03 23:15:02,Fridge repair,19.25679073550818,84.38635975408113
R313,2024-01-03 23:36:14,Fridge installation,24.765385105231182,92.35939642335563
R3978,2024-01-03 23:44:51,Fridge repair,19.018905159150222,73.76213701498276
R41925,2024-01-04 00:44:00,TV installation,14.66762017896938,81.79761243613277
R25428,2024-01-04 00:51:36,TV installation,22.376771928553474,85.59108503421933
R13743,2024-01-04 00:52:41,Fridge repair,36.85295506326122,86.39782322061747
R25505,2024-01-04 00:55:19,Fridge repair,21.14102306709738,81.05273390342377
R21924,2024-01-04 00:57:16,Fridge installation,20.28767285907808,84.6711325573464
R9771,2024-01-04 01:14:11,TV repair,11.235085527990503,86.87650123560427
R48616,2024-01-04 01:37:55,TV repair,17.24625106586476,83.79806626152887
R12741,2024-01-04 01:55:55,Fridge installation,31.19629964063468,78.86156407674704
R29657,2024-01-04 02:15:28,Fridge installation,15.000797434359999,79.47378149347031
R17803,2024-01-04 03:48:58,Fridge installation,35.5503618873166,90.03095939891833
R17636,2024-01-04 03:49:14,TV installation,12.319594290421513,73.73291101457342
R37410,2024-01-04 03:57:12,Fridge repair,21.085261301321754,89.6602976564111
R41159,2024-01-04 03:59:15,Fridge installation,35.93602373665736,84.97571458785005
R16737,2024-01-04 04:22:27,TV installation,21.896520991513007,85.7731415331425
R24939,2024-01-04 04:52:35,TV repair,23.6443636306958,91.17912831099284
R24413,2024-01-04 05:27:10,Fridge installation,9.752540365630772,81.66043186558674
R4824,2024-01-04 06:07:52,TV installation,18.4240388620917,96.61538918080318
R49412,2024-01-04 06:35:08,TV repair,8.62576448806879,92.59868559507437
R29762,2024-01-04 06:46:29,Fridge repair,22.970598915310436,81.6789818297907
R9031,2024-01-04 07:26:39,Fridge installation,21.184932702636434,70.88414054599787
R20014,2024-01-04 07:33:34,Fridge repair,23.062263044917103,72.47117101040403
R10068,2024-01-04 07:51:47,TV repair,10.89603313239269,89.62107142768032
R1201,2024-01-04 07:52:42,TV installation,14.679359882423611,76.98834549782369
R7340,2024-01-04 08:09:59,TV installation,29.635427412601263,79.9691839132195
R13373,2024-01-04 08:11:03,TV installation,21.678319478452035,69.3981410026345
R9738,2024-01-04 08:17:17,Fridge installation,34.1002369151897,86.51641966292485
R14653,2024-01-04 08:36:44,TV repair,32.87519050673296,85.26697214857808
R18938,2024-01-04 09:01:36,TV installation,30.208606151315973,80.00697082076553
R7583,2024-01-04 09:19:42,TV installation,30.7329461233296,84.19080198516738
R21804,2024-01-04 09:30:48,TV installation,26.666650346599578,69.83619301109526
R12093,2024-01-04 09:38:00,TV repair,16.28141264399817,86.15806461332438
R37187,2024-01-04 10:14:26,TV repair,27.756114621293012,93.93206900474782
R4917,2024-01-04 10:14:32,Fridge installation,34.50259459868769,93.07040515918074
R7355,2024-01-04 10:21:38,Fridge installation,9.951885931275873,69.37125695744217
R14666,2024-01-04 10:35:59,Fridge installation,27.677715559814146,76.33531009560744
R44510,2024-01-04 10:56:38,TV installation,35.73173360305395,81.16052105524416
R34887,2024-01-04 11:03:48,TV repair,23.20700699297654,95.48371571466967
R28017,2024-01-04 11:20:16,Fridge installation,8.790944752514132,96.3865121661891
R26855,2024-01-04 12:19:35,TV installation,11.980475050665252,85.83197503997424
R8202,2024-01-04 12:26:58,TV repair,27.263970865559102,70.85355917567318
R29982,2024-01-04 12:28:50,Fridge installation,20.983804433258307,82.34233644957142
R44948,2024-01-04 12:46:43,TV repair,12.364141823765763,68.9959634801516
R40376,2024-01-04 12:49:54,TV installation,8.299501864352706,90.87133823292301
R7655,2024-01-04 13:17:31,Fridge repair,28.00226751466345,73.37324540720873
R11888,2024-01-04 13:47:38,Fridge installation,29.62380495014839,94.14251812782905
R2989,2024-01-04 13:48:55,Fridge installation,14.69615405522779,90.88540955653563
R46440,2024-01-04 13:52:48,Fridge installation,12.789775805557255,96.20470446986263
R6,2024-01-04 14:53:16,Fridge repair,34.22810415824287,95.32119150226399
R19807,2024-01-04 15:01:57,TV installation,12.375654428131895,80.70340630407321
R36146,2024-01-04 16:03:25,Fridge repair,28.015555784844814,71.34327095230752
R83,2024-01-04 16:20:14,TV installation,33.62463677076246,71.08941420518143
R15260,2024-01-04 16:29:35,Fridge repair,32.569284671172625,80.20772541721345
R43599,2024-01-04 16:37:25,TV installation,32.31148787110648,79.03807333766946
R12699,2024-01-04 16:48:16,Fridge repair,25.54184646970468,76.18803143135622
R24184,2024-01-04 16:51:10,TV repair,34.519435095561775,93.89659509956483
R25622,2024-01-04 17:28:46,Fridge installation,32.376938638487005,86.89862848774118
R9062,2024-01-04 17:42:55,Fridge repair,23.244435371888688,94.79599916298355
R13503,2024-01-04 18:35:26,TV repair,27.34186765688948,72.90310445971824
R10961,2024-01-04 18:47:59,TV repair,12.987576390391041,89.69237911168945
R18493,2024-01-04 19:03:59,TV repair,25.195301170604008,91.90039911279234
R13429,2024-01-04 19:04:54,Fridge repair,13.149748707634068,81.62400366917922
R9854,2024-01-04 19:23:26,TV installation,24.78344594004186,93.2497897026221
R15245,2024-01-04 19:34:03,Fridge installation,13.168889500388257,88.95050325987924
